Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
it_mbelt016,uti,DescIdentified,0,67769,"Suhili herself is said to have blessed these belts when the greatest of her clerics, Selduna Rai, held a week long pagent in her honor. The followers of Suhili continue to use these belts in their war on the undead.",수힐리 자신이 가장 위대한 사제가 성전에 참여했을 때 이 벨트들을 축복했다고 합니다.
it_mbelt019,uti,DescIdentified,0,67773,"Attempting to form an anti-thieves' guild, Ronger Delphos, a successful merchant, paid thieves to become security experts. The guards were trained to use wands with the Hold Person spell, to capture the thieves for interrogation. To counteract this security measure, magical belts were purchased by the thieves' guild, which nullified the effects of such spells. In the escalating war between the two guilds, many of these belts found their way into pawnshops and equipment stores.","도둑 방지 조합을 설립하려던, 성공한 상인 롱거 델포스는 도둑들에게 돈을 내고 보안 전문가가 되어 워터딥의 상인들을 보호했습니다. 경비병들은 사람 포박 주문이 담긴 마법봉을 사용하여 도둑들을 잡아 심문하도록 훈련받았습니다. 이 보안 조치에 대항하기 위해, 도둑 조합은 마법 허리띠를 구입했는데, 이는 그런 주문의 효과를 무효화했습니다. 두 조합 간의 전쟁이 격화되면서, 이 허리띠들 중 많은 수가 전당포와 장비점으로 흘러 들어갔습니다."
it_mboots002,uti,DescIdentified,0,13334,"Blessed by priests of Calahi the god of merchants and travel, these boots seem to make even the most arduous journey easier and more pleasant. This is accomplished not by increasing the wearer's speed, but by making him hardier and more resistant to pain. Numerous versions of these boots exist, their power varying largely in accordance with the priest who blessed them.",상인과 여행의 신 칼라히의 사제들이 축복한 이 장화는 착용자에게 여정을 편안하게 해 주는 듯합니다.
it_mboots003,uti,DescIdentified,0,48317,"The Tumblers were a group of assassins who worked together to topple rich, powerful nobles and merchants. Emperor Fenias IV used them to regain control over the various provinces of Valratha, whose nobles had become almost entirely independent of the crown.",텀블러는 부유하고 권력 있는 자들을 무너뜨리기 위해 협력한 암살자 집단이었습니다.
it_mboots003,uti,LocalizedName,0,48316,Lesser Tumblers,하급 텀블러
it_mboots005,uti,DescIdentified,0,48317,"The Tumblers were a group of assassins who worked together to topple rich, powerful nobles and merchants. Emperor Fenias IV used them to regain control over the various provinces of Valratha, whose nobles had become almost entirely independent of the crown.",텀블러는 부유하고 권력 있는 자들을 무너뜨리기 위해 협력한 암살자 집단이었습니다.
it_mboots005,uti,LocalizedName,0,48318,The Tumblers,텀블러
it_mboots006,uti,DescIdentified,0,13336,"Several wars have sprung up between man and elf kind, since the discovery that humans were actually making these boots out of elves. The elves believe they have finally taught the humans how to make the boots properly from regular leather, but there is no underestimating the stupidity of some humans.","인간이 엘프의 장화 제조 비법을 훔쳤다는 사실이 발견된 이래, 인간과 엘프 사이에 여러 차례 전쟁이 벌어졌습니다."
it_mboots007,uti,DescIdentified,0,13334,"Blessed by priests of Calahi the god of merchants and travel, these boots seem to make even the most arduous journey easier and more pleasant. This is accomplished not by increasing the wearer's speed, but by making him hardier and more resistant to pain. Numerous versions of these boots exist, their power varying largely in accordance with the priest who blessed them.",상인과 여행의 신 칼라히의 사제들이 축복한 이 장화는 착용자에게 여정을 편안하게 해 주는 듯합니다.
it_mboots011,uti,DescIdentified,0,56609,"The dancing thief was a legendary character who would set up a series of spectacular traps, then dance his way through them, creating a spectacle of explosions and effects to entertain and amuse audiences. While the onlookers were distracted, his followers, young pickpockets, would move through the crowd, taking what they could, then slipping away.",춤추는 도둑은 화려한 공연을 벌여 놓고 그 사이에 관객의 지갑을 털어가던 전설적인 인물이었습니다.
it_mboots011,uti,LocalizedName,0,56610,Dancing Boots +1,춤추는 장화 +1
it_mboots012,uti,DescIdentified,0,56609,"The dancing thief was a legendary character who would set up a series of spectacular traps, then dance his way through them, creating a spectacle of explosions and effects to entertain and amuse audiences. While the onlookers were distracted, his followers, young pickpockets, would move through the crowd, taking what they could, then slipping away.",춤추는 도둑은 화려한 공연을 벌여 놓고 그 사이에 관객의 지갑을 털어가던 전설적인 인물이었습니다.
it_mboots012,uti,LocalizedName,0,56611,Dancing Boots +2,춤추는 장화 +2
it_mboots020,uti,DescIdentified,0,67472,Monks who are followers of Suhili know that nothing is a persistant or dangerous as the sun. These boots a rewarded to those who master different techniques within the Rising Sun Order.,수힐리를 따르는 수도승들은 불보다 지속적이고 위험한 것은 없다는 것을 알고 있습니다.
it_mbracer002,uti,DescIdentified,0,13349,"Relics from the Age of the Magi, these bracers can still be found in the common gear of most adventurers. Anything that makes an adventurer quicker and harder to hit is a must-have item.","마법사 시대의 유물로, 이 팔보호대는 여전히 일반 시장에서 발견할 수 있습니다."
it_mbracer003,uti,DescIdentified,0,48321,"Cold to the touch, these bracers seem to gleam with an unnatural light. Pressing one of the gems on the bracer seems to enable a type of dark aura around the wearer. ","만지면 차갑고, 부자연스러운 빛으로 빛납니다. 가까이 대면 언데드의 속삭임이 들립니다."
it_mbracer003,uti,LocalizedName,0,48320,Bracers of the Dead,죽음의 팔보호대
it_mbracer005,uti,DescIdentified,0,13349,"Relics from the Age of the Magi, these bracers can still be found in the common gear of most adventurers. Anything that makes an adventurer quicker and harder to hit is a must-have item.","마법사 시대의 유물로, 이 팔보호대는 여전히 일반 시장에서 발견할 수 있습니다."
it_mbracer013,uti,DescIdentified,0,67782,"While these magical items have been around for thousands of years, their popularity never seems to decrease. Recently, a party of adventurers out of Delish uncovered a vast treasure trove, filled with magical items like these. The sudden influx of magical gauntlets does not seem to have decreased their value, as every adventurer across the land clamors for the assistance of these useful artifacts.","이런 마법 아이템들은 수천 년 동안 존재했지만, 인기는 결코 줄어들지 않는 것 같습니다. 최근에, 칼림샨에서 온 모험가들 무리가 이런 마법 아이템들로 가득 찬 거대한 보물창고를 발견했습니다. 모든 모험가들이 이 유용한 유물의 도움을 받고자 하기 때문에, 마법의 팔목장갑의 공급이 갑작스럽게 밀려들더라도 그 가치는 떨어지 않는 것으로 보입니다."
it_mglove004,uti,DescIdentified,0,13369,"The elderly priestess, Milladolin, found that age was affecting her and her fellows quite rapidly, causing their hands to shake and preventing them from performing many of their priestly duties. With Rictos's blessings, Milladolin created magical gloves that steadied their hands and heightened their muscle control. Years later, a young Rictosian was caught for thievery - guilty of using the gloves. Word spread, and soon the gloves themselves were stolen away.",노령의 여사제 밀라돌린은 나이가 자신과 동료 사제들의 능력에 영향을 미치고 있음을 깨달았습니다.
it_mglove007,uti,DescIdentified,0,48884,The gloves are covered with small copper rivets.  The wearer may use the gloves to throw a sharp electric jolt at a nearby target.,작은 구리 리벳으로 덮인 장갑입니다. 착용자는 장갑을 사용하여 에너지를 집중할 수 있습니다.
it_mglove027,uti,DescIdentified,0,67487,"Also referred to as the Disciples of the Saint Sollars, the Monastic Order of the Yellow Rose is known equally for its acts of great loyalty to its allies and those of great destruction to its enemies. Monks of this Order frequently travel alongside paladins of Jaess, serving as trusted guides and companions to these knights of the servant lord.","성 솔라스의 제자들이라고도 불리는 노랑 장미 수도회는 동맹에 대한 큰 충성과 적에 대한 큰 파괴 행위로 똑같이 알려져 있습니다. 이 교단의 수도사들은 자주 일메이터의 성기사와 함께 여행하며, 고통받는 군주의 기사들에게 신뢰할 수 있는 안내자이자 동반자 역할을 합니다."
it_mglove028,uti,DescIdentified,0,67487,"Also referred to as the Disciples of the Saint Sollars, the Monastic Order of the Yellow Rose is known equally for its acts of great loyalty to its allies and those of great destruction to its enemies. Monks of this Order frequently travel alongside paladins of Jaess, serving as trusted guides and companions to these knights of the servant lord.","성 솔라스의 제자들이라고도 불리는 노랑 장미 수도회는 동맹에 대한 큰 충성과 적에 대한 큰 파괴 행위로 똑같이 알려져 있습니다. 이 교단의 수도사들은 자주 일메이터의 성기사와 함께 여행하며, 고통받는 군주의 기사들에게 신뢰할 수 있는 안내자이자 동반자 역할을 합니다."
it_mmedmisc002,uti,DescIdentified,0,48889,"This appears to be a piece of simple gold jewelry used to fasten a cloak or cape. In addition to this mundane task, the Brooch of Shielding can be activated with a touch to place an invisible field of force around the wearer, granting extra protection and immunity to magic missiles.
","망토나 케이프를 고정하는 단순한 금 장신구처럼 보입니다. 하지만 차폐의 브로치는 만지면 착용자 주위에 보이지 않는 역장을 펼쳐, 추가 보호와 마법 화살 면역을 부여합니다.

마법사들이 즐겨 쓰는 방어 도구로, 보통 미스트라나 아주스의 상징이 새겨져 있습니다."
it_mneck002,uti,DescIdentified,0,-1,"When Jacin Maltis, a petty lord in Sembia, paid for the crafting of an amulet to increase his health, he expected a tasteful necklace with a small, but precious gem mounted in it. When he placed the necklace around his neck and the diamond turned a gaudy blood red, he refused to pay the wizard who created it. The wizard simply smiled, and loosed a spell that instantly destroyed the noble. Copies of this amulet were found circulating months later in the distant city of Waterdeep.","셈비아의 하급 영주 자신 말티스가 건강을 증진시키는 부적 제작을 의뢰했을 때, 작지만 귀한 보석이 박힌 우아한 목걸이를 기대했습니다. 목에 걸자 다이아몬드가 천박한 핏빛으로 변하자 제작한 마법사에게 대금 지불을 거부했습니다. 마법사는 미소만 지은 채 주문을 풀어 순식간에 그 귀족을 소멸시켰습니다. 이 부적의 복제품들은 몇 달 후 먼 도시 워터딥에서 유통되고 있었습니다."
it_mneck002,uti,LocalizedName,0,-1,Amulet of Vitality +2,활력의 부적 +2
it_mneck025,uti,DescIdentified,0,56634,"Thebe the Forceful was a great leader in the worship halls of Pharos. In honor of her life, her death day is celebrated every year with the creation of these amulets of will power.",강인한 테베는 파로스 신전에서 위대한 지도자였습니다. 그녀를 기리기 위해 이 목걸이가 만들어졌습니다.
it_mneck026,uti,DescIdentified,0,56634,"Thebe the Forceful was a great leader in the worship halls of Pharos. In honor of her life, her death day is celebrated every year with the creation of these amulets of will power.",강인한 테베는 파로스 신전에서 위대한 지도자였습니다. 그녀를 기리기 위해 이 목걸이가 만들어졌습니다.
it_mpotion009,uti,DescIdentified,0,13424,"The crutch of shoddy thieves and cowardly paladins, these potions are well known across the face of Valratha.","조악한 도둑들과 비겁한 성기사들의 목발이 되어주는, 이 물약은 페이룬의 지상 전체에 잘 알려져 있습니다."
it_mpotion020,uti,DescIdentified,0,13446,"These potions are in equal demand by adventurers and scholars, and see much use in the dungeons of Valratha.","이 물약은 모험가와 학자들 모두가 원하고 있으며, 페이룬의 던전에서 많이 쓰이는걸 볼 수 있습니다."
it_mring002,uti,DescIdentified,0,40089,"Only a few of these rings exist, and almost all of them are owned by very powerful mages. It is a status symbol to own such a ring.","이 반지는 극소수만 존재하며, 거의 모두 매우 강력한 마법사들이 소유하고 있습니다."
it_mring003,uti,DescIdentified,0,40089,"Only a few of these rings exist, and almost all of them are owned by very powerful mages. It is a status symbol to own such a ring.","이 반지는 극소수만 존재하며, 거의 모두 매우 강력한 마법사들이 소유하고 있습니다."
it_mring004,uti,DescIdentified,0,48923,"This ring is actually a magic leather cord that ties around a finger.  It is tanned to be vaguely flesh-toned and is so subtle that it often goes unnoticed when worn.  Similarly, it allows the wearer to blend easily into the background to escape detection..","사실 손가락에 묶는 마법 가죽끈입니다. 희미한 살색으로 무두질되어 착용해도 눈에 잘 띄지 않습니다. 착용자도 배경에 쉽게 섞여 탐지를 피할 수 있습니다.

도둑이나 눈에 띄고 싶지 않은 자들이 흔히 쓰는 물건이지만, 웨스트게이트 도시 경비대에 따르면 야간 가면단의 표준 장비로 빠르게 자리 잡고 있다고 합니다."
it_mring006,uti,DescIdentified,0,48927,"These simple iron bands generate a large shield-sized invisible wall of force that stays with the ring and can be wielded by the wearer as if it were a normal shield. This special creation, since it can be activated and deactivated at will, has no armor check penalty or arcane spell failure chance.",이 단순한 철 고리는 방패 크기의 투명한 힘의 벽을 생성합니다.
it_mring007,uti,DescIdentified,0,13464,"Tormented by voices that incessantly attacked his mind, young Resino of Lavin begged his local church to kill him. Understanding his pain but unable to identify any specific demonic influence, the church tried crafting rings that they hoped would clear his thoughts. Unfortunately, while the rings enhanced his senses they did nothing for the voices, and Resino eventually took his own life.","끊임없이 정신을 공격하는 목소리에 괴로워하던 베레고스트의 젊은 레시노는 지역 교회에 자신을 죽여달라고 간청했습니다. 그의 고통을 이해하지만 구체적으로 악마의 영향을 특정할 수 없었던 교회는 그의 생각을 맑게 만들길 바라는 반지를 만들어 보았습니다. 불행하게도, 반지는 그의 감각을 향상시켰지만, 목소리를 어찌하지는 못했고, 레시노는 결국 자신의 목숨을 끊었습니다."
it_mring015,uti,DescIdentified,0,13464,"Tormented by voices that incessantly attacked his mind, young Resino of Lavin begged his local church to kill him. Understanding his pain but unable to identify any specific demonic influence, the church tried crafting rings that they hoped would clear his thoughts. Unfortunately, while the rings enhanced his senses they did nothing for the voices, and Resino eventually took his own life.","끊임없이 정신을 공격하는 목소리에 괴로워하던 베레고스트의 젊은 레시노는 지역 교회에 자신을 죽여달라고 간청했습니다. 그의 고통을 이해하지만 구체적으로 악마의 영향을 특정할 수 없었던 교회는 그의 생각을 맑게 만들길 바라는 반지를 만들어 보았습니다. 불행하게도, 반지는 그의 감각을 향상시켰지만, 목소리를 어찌하지는 못했고, 레시노는 결국 자신의 목숨을 끊었습니다."
it_mring016,uti,DescIdentified,0,13464,"Tormented by voices that incessantly attacked his mind, young Resino of Lavin begged his local church to kill him. Understanding his pain but unable to identify any specific demonic influence, the church tried crafting rings that they hoped would clear his thoughts. Unfortunately, while the rings enhanced his senses they did nothing for the voices, and Resino eventually took his own life.","끊임없이 정신을 공격하는 목소리에 괴로워하던 베레고스트의 젊은 레시노는 지역 교회에 자신을 죽여달라고 간청했습니다. 그의 고통을 이해하지만 구체적으로 악마의 영향을 특정할 수 없었던 교회는 그의 생각을 맑게 만들길 바라는 반지를 만들어 보았습니다. 불행하게도, 반지는 그의 감각을 향상시켰지만, 목소리를 어찌하지는 못했고, 레시노는 결국 자신의 목숨을 끊었습니다."
it_mring024,uti,DescIdentified,0,-1,"Samile the Nervous was a golddigger known for surviving the betrayal of at least five partners. He always seemed to be aware of what was going on, seconds before anyone else did. Being successful at finding gold made him wealthy, but he was never happy. Always disgusted with humanity, Samile would complain bitterly to anyone who would listen. Some would comment that it was more likely this barrage of complaints that drove his partners to try to kill him, more than greed.",신경질적인 사밀레는 최소 다섯 명의 동료의 배신에서 살아남은 것으로 유명한 금광업자였습니다. 항상 다른 누구보다 몇 초 앞서 상황을 파악하는 듯했습니다. 금을 찾아 부유해졌지만 결코 행복하지 않았습니다. 항상 인간에 역겨워하며 듣는 사람에게 끊임없이 불평을 늘어놓았습니다. 어떤 이들은 탐욕보다 이 끊임없는 불평이 동료들이 그를 죽이려 한 진짜 이유라 말했습니다.
it_mring024,uti,LocalizedName,0,13485,Golddigger's Ring,금광꾼의 반지
it_mring025,uti,DescIdentified,0,56645,"It is rumored that these rings were created in lands across the sea from Valratha. Since no ships have ever survived such a crossing of the seas, few believe these stories.",이 반지들은 발라스 너머 바다 건너편의 땅에서 만들어졌다는 소문이 있습니다.
it_mring026,uti,DescIdentified,0,56645,"It is rumored that these rings were created in lands across the sea from Valratha. Since no ships have ever survived such a crossing of the seas, few believe these stories.",이 반지들은 발라스 너머 바다 건너편의 땅에서 만들어졌다는 소문이 있습니다.
it_mthnmisc015,uti,LocalizedName,0,62349,Golden Chalice of Suhili,수힐리의 황금 성배
item,uti,LocalizedName,0,-1,Lampy's Light,램피의 빛
key_koboldcows,uti,DescIdentified,0,-1,"After the trouble with the Kobold colony began in the Emerald Hills, the farmers requested assistance from the Keep's militia. The Keep, however, was under a near constant state of siege and no guards could be spared to clean out the caves. The farmers who lived near the area could not deal with the Kobolds directly due to their lack of experience. They instead created a pen around the caves to hold the creatures in. This unfortunately had little effect on the Kobold horde as they simply climbed the wall. In the end, the farmers left the pen sealed to keep wanderers from meeting their doom within the caves.","에메랄드 언덕에서 코볼트 군집과의 문제가 시작된 후, 농부들은 성채 민병대에 도움을 요청했습니다. 하지만 성채는 거의 항시 포위 상태에 있어 동굴을 정리할 경비병을 보낼 여유가 없었습니다. 인근에 사는 농부들은 경험 부족으로 코볼트들을 직접 상대할 수 없었습니다. 대신 동굴 주변에 울타리를 만들어 가두려 했지만, 코볼트 무리는 그냥 벽을 기어올랐기에 별 효과가 없었습니다. 결국 농부들은 방랑자들이 동굴에서 최후를 맞지 않도록 울타리를 봉인한 채 남겨두었습니다."
key_koboldcows,uti,LocalizedName,0,-1,Kobold Enclosure Key,코볼트 울타리 열쇠
key_manticore,uti,DescIdentified,0,-1,"A long time ago there was an ivory tower in the Emerald Hills which housed a wizard's academy. The school thrived for many generations until the headmaster passed away. Soon after, the lesser instructors of the school began squabbling over control of the academy. As the bickering and scheming of the instructors became more belligerent, the size of the faculty decreased until only two instructors remained. In the final battle for control of the school, the two instructors destroyed one another, taking the upper levels of the academy with them. Only the subterranean level, where the creatures used for making the academy's famed magical items were held, survived unscathed.",오래전 에메랄드 언덕에 마법사 학원이 자리한 상아탑이 있었습니다. 학교는 여러 세대에 걸쳐 번성했으나 학장이 세상을 떠나자 하급 교관들이 학원 지배권을 놓고 다투기 시작했습니다. 언쟁과 음모가 점점 격렬해지면서 교수진은 줄어들어 결국 두 명만 남았습니다. 학교 지배권을 놓고 벌인 최후의 전투에서 두 교관은 서로를 파괴하며 학원 상층부도 함께 무너뜨렸습니다. 학원의 유명한 마법 물품을 만드는 데 쓰이던 생물들이 사육되던 지하층만이 무사히 남았습니다.
key_manticore,uti,LocalizedName,0,-1,Wizards Academy Key,마법사 학원 열쇠
km_ghost_rhmirrr,uti,DescIdentified,0,-1,This small hand mirror was left for you by the ghost of Lady Rehan who once haunted Manybrick Manor.,한때 매니브릭 저택에 출몰하던 레한 부인의 유령이 당신에게 남긴 작은 손거울입니다.
km_ghost_rhmirrr,uti,LocalizedName,0,-1,Lady Rehan's Mirror,레한 부인의 거울
km_immunema,uti,LocalizedName,0,90572,Immue To Mind Affecting,정신 영향 면역
koboldkey,uti,LocalizedName,0,-1,Kobold Key,코볼트 열쇠
maarcl002,uti,LocalizedName,0,13711,Lesser Armor of the Wolf,하급 늑대의 갑옷
maarcl040,uti,DescIdentified,0,66562,"These cloaks of resistance are commonly found among the frost giant clans in the northern reaches of Valratha. 

The wearer can withstand extremes of cold weather and magical cold damage as well.","이 저항의 망토는 얼어붙은 북방의 서리 거인과 다른 아우릴 숭배 생물들 사이에서 흔히 발견됩니다. 망토는 흰색이며 흰 털로 장식되어 있습니다.

착용자는 극한의 추운 날씨와 마법의 냉기 피해도 견딜 수 있습니다."
maarcl061,uti,DescIdentified,0,13809,"Made from the bones of a creature long extinct, this kind of armor is rare and highly sought after. Rumors tell of a recent find in the north of Valratha, where several skeletons of this creature have been found.",오래전 멸종한 생명체의 뼈로 만든 이 종류의 갑옷은 희귀하고 높이 평가됩니다.
maarcl097,uti,DescIdentified,0,56651,The Temple of the Nine Gods has invested time and energy into various cloaks that can be used by the followers of their wide-ranging beliefs.,아홉 신의 신전은 사제들을 보호하기 위한 다양한 망토에 시간과 노력을 투자해 왔습니다.
maarcl098,uti,DescIdentified,0,56653,The Temple of the Nine Gods has invested time and energy into various cloaks that can be used by the followers of their wide-ranging beliefs.,아홉 신의 신전은 사제들을 보호하기 위한 다양한 망토에 시간과 노력을 투자해 왔습니다.
maarcl099,uti,DescIdentified,0,56655,The Temple of the Nine Gods has invested time and energy into various cloaks that can be used by the followers of their wide-ranging beliefs.,아홉 신의 신전은 사제들을 보호하기 위한 다양한 망토에 시간과 노력을 투자해 왔습니다.
maarcl100,uti,DescIdentified,0,56657,The Temple of the Nine Gods has invested time and energy into various cloaks that can be used by the followers of their wide-ranging beliefs.,아홉 신의 신전은 사제들을 보호하기 위한 다양한 망토에 시간과 노력을 투자해 왔습니다.
maarcl105,uti,DescIdentified,0,67588,"Borderland guards have traditionally donned these cloaks while on duty. In recent years the borderlands have become more dangerous, and fewer soldiers are willing to enter the northern reaches of Valratha.",변경 경비대는 전통적으로 근무 중에 이 망토를 입었습니다. 최근 이 망토에 마법 부여가 추가되었습니다.
mcloth012,uti,DescIdentified,0,67731,"Left over from the Age of the Magi, when mages were plentiful, these robes are sturdy, but fairly common. They last a long time, rarely wearing out.","마법사가 풍부했던 마법사 시대의 유물로, 이 로브는 여전히 흔히 발견됩니다."
mcloth012,uti,Description,0,-1,This is a magic robe.,마법 로브입니다.
mcloth014,uti,DescIdentified,0,67729,"Left over from the Age of the Magi, when mages were plentiful, these robes are sturdy, but fairly common. They last a long time, rarely wearing out.","마법사가 풍부했던 마법사 시대의 유물로, 이 로브는 여전히 흔히 발견됩니다."
mcloth014,uti,Description,0,-1,This is a magic robe.,마법 로브입니다.
mcloth015,uti,DescIdentified,0,67729,"Left over from the Age of the Magi, when mages were plentiful, these robes are sturdy, but fairly common. They last a long time, rarely wearing out.","마법사가 풍부했던 마법사 시대의 유물로, 이 로브는 여전히 흔히 발견됩니다."
mduerar011,uti,DescIdentified,0,-1,"The dark earthy colors of the robe are enhanced with magical properties of protection.
","로브의 어두운 흙빛에 마법적 보호 속성이 부여되어 있습니다.
"
